Zippy 1000mAh 40C 2S
Found INA260 chip
time (ms), rpm, mA, V
4684, 20632, 595.00, 8.32,
4695, 20547, 601.25, 8.32,
4706, 20632, 596.25, 8.32,
4717, 20604, 587.50, 8.32,
4728, 20632, 611.25, 8.32,
4739, 20519, 641.25, 8.32,
4750, 20576, 607.50, 8.32,
4762, 20604, 641.25, 8.32,
4774, 20632, 620.00, 8.32,
4786, 20519, 573.75, 8.32,
4798, 20632, 617.50, 8.32,
4810, 20604, 623.75, 8.32,
4823, 20604, 628.75, 8.32,
4834, 20604, 631.25, 8.32,
4846, 20297, 636.25, 8.32,
4857, 18270, 1110.00, 8.30, 143.69
4868, 15756, 1108.75, 8.30,
4879, 15856, 1086.25, 8.30,
4891, 15940, 1093.75, 8.30,
4902, 16059, 1087.50, 8.30,
4913, 16198, 1060.00, 8.30,
4924, 16251, 1065.00, 8.30,
4935, 16322, 1056.25, 8.30,
4946, 16483, 1046.25, 8.30,
4957, 16538, 1037.50, 8.31,
4968, 16629, 1027.50, 8.30,
4979, 16666, 1012.50, 8.30,
4990, 16853, 1002.50, 8.31,
5001, 16930, 993.75, 8.31,
5012, 17006, 970.00, 8.31,
5023, 17084, 975.00, 8.31,
5035, 17162, 972.50, 8.31,
5046, 17221, 968.75, 8.31,
5057, 17361, 958.75, 8.31,
5068, 17441, 945.00, 8.31,
5079, 17482, 928.75, 8.31,
5090, 17543, 915.00, 8.31,
5101, 17647, 893.75, 8.31,
5112, 17688, 880.00, 8.31,
5123, 17730, 871.25, 8.31,
5134, 17814, 877.50, 8.31,
5146, 17878, 872.50, 8.31,
5157, 17921, 862.50, 8.31,
5168, 17899, 852.50, 8.31,
5179, 18072, 845.00, 8.31,
5190, 18050, 841.25, 8.31,
5201, 18181, 846.25, 8.31,
5212, 18203, 830.00, 8.31,
5224, 18270, 825.00, 8.31,
5235, 18427, 831.25, 8.31,
5248, 18404, 810.00, 8.31,
5260, 18450, 800.00, 8.31,
5272, 18495, 801.25, 8.31,
5283, 18610, 800.00, 8.31,
5294, 18587, 777.50, 8.31,
5305, 18633, 792.50, 8.31,
5316, 18679, 787.50, 8.31,
5327, 18726, 777.50, 8.31,
5338, 18750, 798.75, 8.31,
5349, 18796, 793.75, 8.31,
5361, 18867, 780.00, 8.31,
5373, 18915, 775.00, 8.31,
5384, 18963, 772.50, 8.31,
5395, 18844, 781.25, 8.31,
5406, 18987, 761.25, 8.31,
5417, 19035, 768.75, 8.31,
5428, 19011, 777.50, 8.31,
