dafruit INA260 Test
Found INA260 chip
time (ms), rpm, mA, mA max
11915, 10176, 0.00, 4380.00,
11926, 10155, 0.00, 4380.00,
11937, 10107, 0.00, 4380.00,
11948, 10073, 0.00, 4380.00,
11959, 10006, 0.00, 4380.00,
11970, 9973, 0.00, 4380.00,
11981, 9920, 0.00, 4380.00,
11992, 9914, 0.00, 4380.00,
12003, 9829, 0.00, 4380.00,
12014, 9791, 0.00, 4380.00,
12025, 9752, 0.00, 4380.00,
12036, 9683, 0.00, 4380.00,
12047, 9689, 0.00, 4380.00,
12058, 9627, 0.00, 4380.00,
12069, 9590, 0.00, 4380.00,
12080, 9541, 0.00, 4380.00,
12091, 9505, 0.00, 4380.00,
12102, 9469, 0.00, 4380.00,
12113, 9410, 0.00, 4380.00,
12124, 9351, 0.00, 4380.00,
12135, 9334, 0.00, 4380.00,
12146, 9276, 0.00, 4380.00,
12157, 9196, 0.00, 4380.00,
12168, 9219, 0.00, 4380.00,
12179, 9163, 0.00, 4380.00,
12190, 9124, 0.00, 4380.00,
12201, 9090, 0.00, 4380.00,
12212, 9030, 0.00, 4380.00,
12223, 8987, 0.00, 4380.00,
12234, 8971, 0.00, 4380.00,
12246, 8902, 0.00, 4380.00,
12257, 8870, 0.00, 4380.00,
12268, 8818, 0.00, 4380.00,
12279, 8782, 0.00, 4380.00,
12290, 8731, 0.00, 4380.00,
12301, 8710, 0.00, 4380.00,
12312, 8655, 0.00, 4380.00,
12323, 8645, 0.00, 4380.00,
12334, 8576, 0.00, 4380.00,
12345, 8556, 0.00, 4380.00,
12356, 8503, 0.00, 4380.00,
12367, 8426, 0.00, 4380.00,
12378, 8426, 0.00, 4380.00,
12389, 8351, 0.00, 4380.00,
12400, 8351, 0.00, 4380.00,
12411, 8291, 0.00, 4380.00,
12422, 8278, 0.00, 4380.00,
12433, 8201, 0.00, 4380.00,
12444, 8196, 0.00, 4380.00,
12455, 8134, 0.00, 4380.00,
12466, 8103, 0.00, 4380.00,
12477, 8038, 0.00, 4380.00,
12488, 8029, 0.00, 4380.00,
12499, 7987, 0.00, 4380.00,
12510, 7944, 0.00, 4380.00,
12521, 7894, 0.00, 4380.00,
12532, 7869, 0.00, 4380.00,
12544, 7804, 0.00, 4380.00,
12555, 7772, 0.00, 4380.00,
12566, 7776, 0.00, 4380.00,
12577, 7708, 0.00, 4380.00,
12588, 7676, 0.00, 4380.00,
12599, 7621, 0.00, 4380.00,
12610, 7602, 0.00, 4380.00,
12621, 7564, 0.00, 4380.00,
12632, 7507, 0.00, 4380.00,
12643, 7488, 0.00, 4380.00,
12654, 7414, 0.00, 4380.00,
12665, 7407, 0.00, 4380.00,
12676, 7367, 0.00, 4380.00,
12687, 7317, 0.00, 4380.00,
12698, 7295, 0.00, 4380.00,
12709, 7260, 0.00, 4380.00,
12720, 7208, 0.00, 4380.00,
12731, 7183, 0.00, 4380.00,
12742, 7142, 0.00, 4380.00,
12753, 7139, 0.00, 4380.00,
12764, 7062, 0.00, 4380.00,
12775, 7035, 0.00, 4380.00,
12786, 7015, 0.00, 4380.00,
12797, 6954, 0.00, 4380.00,
12808, 6928, 0.00, 4380.00,
12819, 6918, 0.00, 4380.00,
12830, 6846, 0.00, 4380.00,
12841, 6818, 0.00, 4380.00,
12852, 6781, 0.00, 4380.00,
12863, 6741, 0.00, 4380.00,
12874, 6744, 0.00, 4380.00,
12886, 6666, 0.00, 4380.00,
12897, 6622, 0.00, 4380.00,
12908, 6616, 0.00, 4380.00,
12919, 6576, 0.00, 4380.00,
12930, 6538, 0.00, 4380.00,
12941, 6485, 0.00, 4380.00,
12952, 6457, 0.00, 4380.00,
12963, 6429, 0.00, 4380.00,
12974, 6399, 0.00, 4380.00,
12985, 6372, 0.00, 4380.00,
12996, 6315, 0.00, 4380.00,
13007, 6270, 0.00, 4380.00,
13018, 6250, 0.00, 4380.00,
13029, 6218, 0.00, 4380.00,
13040, 6206, 0.00, 4380.00,
13051, 6147, 0.00, 4380.00,
13062, 6119, 0.00, 4380.00,
13073, 6105, 0.00, 4380.00,
13084, 6033, 0.00, 4380.00,
13095, 6009, 0.00, 4380.00,
13106, 5971, 0.00, 4380.00,
13117, 5942, 0.00, 4380.00,
13128, 5910, 0.00, 4380.00,
13139, 5880, 0.00, 4380.00,
13150, 5854, 0.00, 4380.00,
13161, 5811, 0.00, 4380.00,
13172, 5793, 0.00, 4380.00,
13184, 5744, 0.00, 4380.00,
13195, 5738, 0.00, 4380.00,
13206, 5675, 0.00, 4380.00,
13218, 5634, 0.00, 4380.00,
13229, 5634, 0.00, 4380.00,
13240, 5555, 0.00, 4380.00,
13251, 5528, 0.00, 4380.00,
13262, 5504, 0.00, 4380.00,
13273, 5456, 0.00, 4380.00,
13284, 5438, 0.00, 4380.00,
13295, 5393, 0.00, 4380.00,
13306, 5368, 0.00, 4380.00,
13317, 5334, 0.00, 4380.00,
13328, 5296, 0.00, 4380.00,
13339, 5263, 0.00, 4380.00,
13350, 5231, 0.00, 4380.00,
13361, 5231, 0.00, 4380.00,
13372, 5202, 0.00, 4380.00,
13383, 5175, 0.00, 4380.00,
13394, 5126, 0.00, 4380.00,
13405, 5105, 0.00, 4380.00,
13416, 5059, 0.00, 4380.00,
13427, 5028, 0.00, 4380.00,
13438, 4978, 0.00, 4380.00,
13449, 4965, 0.00, 4380.00,
13460, 4927, 0.00, 4380.00,
13471, 4884, 0.00, 4380.00,
13483, 4860, 0.00, 4380.00,
13495, 4820, 0.00, 4380.00,
13507, 4780, 0.00, 4380.00,
13519, 4752, 0.00, 4380.00,
13530, 4752, 0.00, 4380.00,
13541, 4715, 0.00, 4380.00,
13552, 4671, 0.00, 4380.00,
13563, 4654, 0.00, 4380.00,
13574, 4591, 0.00, 4380.00,
13585, 4571, 0.00, 4380.00,
13598, 4528, 0.00, 4380.00,
13612, 4495, 0.00, 4380.00,
13625, 4458, 0.00, 4380.00,
13638, 4419, 0.00, 4380.00,
13651, 4387, 0.00, 4380.00,
13666, 4347, 0.00, 4380.00,
13679, 4347, 0.00, 4380.00,
13693, 4301, 0.00, 4380.00,
13708, 4232, 0.00, 4380.00,
13722, 4195, 0.00, 4380.00,
13736, 4195, 0.00, 4380.00,
13751, 4116, 0.00, 4380.00,
13765, 4073, 0.00, 4380.00,
13780, 4073, 0.00, 4380.00,
13796, 3998, 0.00, 4380.00,
13811, 3952, 0.00, 4380.00,
13826, 3952, 0.00, 4380.00,
13842, 3875, 0.00, 4380.00,
13857, 3834, 0.00, 4380.00,
13874, 3796, 0.00, 4380.00,
13889, 3750, 0.00, 4380.00,
13905, 3709, 0.00, 4380.00,
13922, 3670, 0.00, 4380.00,
13938, 3619, 0.00, 4380.00,
13955, 3582, 0.00, 4380.00,
13972, 3537, 0.00, 4380.00,
13988, 3494, 0.00, 4380.00,
13999, 3494, 0.00, 4380.00,
14010, 3453, 0.00, 4380.00,
14024, 3404, 0.00, 4380.00,
14042, 3360, 0.00, 4380.00,
14060, 3319, 0.00, 4380.00,
14078, 3270, 0.00, 4380.00,
14097, 3221, 0.00, 4380.00,
14115, 3177, 0.00, 4380.00,
14126, 3177, 0.00, 4380.00,
14137, 3130, 0.00, 4380.00,
14154, 3080, 0.00, 4380.00,
14175, 3033, 0.00, 4380.00,
14194, 2985, 0.00, 4380.00,
14215, 2934, 0.00, 4380.00,
14236, 2884, 0.00, 4380.00,
14257, 2833, 0.00, 4380.00,
14278, 2784, 0.00, 4380.00,
14301, 2727, 0.00, 4380.00,
14322, 2678, 0.00, 4380.00,
14346, 2623, 0.00, 4380.00,
14369, 2566, 0.00, 4380.00,
14393, 2512, 0.00, 4380.00,
14417, 2452, 0.00, 4380.00,
14443, 2399, 0.00, 4380.00,
14468, 2336, 0.00, 4380.00,
14494, 2281, 0.00, 4380.00,
14522, 2215, 0.00, 4380.00,
14550, 2154, 0.00, 4380.00,
14578, 2088, 0.00, 4380.00,
14607, 2025, 0.00, 4380.00,
14639, 1955, 0.00, 4380.00,
14669, 1955, 0.00, 4380.00,
14680, 1885, 0.00, 4380.00,
14703, 1814, 0.00, 4380.00,
14738, 1740, 0.00, 4380.00,
14774, 1660, 0.00, 4380.00,
14812, 1580, 0.00, 4380.00,
14852, 1496, 0.00, 4380.00,
14895, 1407, 0.00, 4380.00,
14940, 1312, 0.00, 4380.00,
14990, 1211, 0.00, 4380.00,
15044, 1102, 0.00, 4380.00,
15105, 1102, 0.00, 4380.00,
15176, 844, 0.00, 4380.00,
15264, 680, 0.00, 4380.00,
15396, 453, 0.00, 4380.00,
15407, 453, 0.00, 4380.00,
